fid,name,population,county,latitude,longitude,level,enrollment,level.1
17412,COLD SPRINGS MENNONITE SCHOOL,76,ABBEVILLE,34.239465,-82.395392,Combined elementary and secondary,70,Combined elementary and secondary
17407,LIGHTHOUSE CHRISTIAN ACADEMY OF DONALDS,16,ABBEVILLE,34.372268,-82.34524,Elementary,13,Elementary
26221,SHILOH CHRISTIAN SCHOOL,47,ABBEVILLE,34.299716,-82.450329,Combined elementary and secondary,43,Combined elementary and secondary
8207,NORTHSIDE CHRISTIAN SCHOOL,315,ACADIA,30.21376,-92.374281,Combined elementary and secondary,299,Combined elementary and secondary
8235,NOTRE DAME HIGH SCHOOL,455,ACADIA,30.221804,-92.367541,Secondary,423,Secondary
8196,OUR MOTHER OF PEACE ELEMENTARY,292,ACADIA,30.40777,-92.215586,Elementary,275,Elementary
8264,RAYNE CATHOLIC ELEMENTARY SCHOOL,423,ACADIA,30.232809,-92.267436,Elementary,404,Elementary
8254,REDEMPTORIST CATHOLIC SCHOOL,199,ACADIA,30.206602,-92.361429,Elementary,188,Elementary
8187,ST FRANCIS SCHOOL,170,ACADIA,30.317397,-92.492445,Elementary,159,Elementary
8200,ST MICHAEL ELEMENTARY SCHOOL,407,ACADIA,30.225841,-92.369245,Elementary,381,Elementary
23014,CENTRAL BAPTIST ACADEMY,36,ACCOMACK,37.671905,-75.72872,Combined elementary and secondary,33,Combined elementary and secondary
24998,ARTS WEST SCHOOL,356,ADA,43.696177,-116.395858,Combined elementary and secondary,338,Combined elementary and secondary
5614,BISHOP KELLY HIGH SCHOOL,768,ADA,43.602318,-116.269507,Secondary,722,Secondary
5612,BOISE VALLEY ADVENTIST SCHOOL,59,ADA,43.614166,-116.337664,Elementary,53,Elementary
5583,CALVARY CHRISTIAN SCHOOL,119,ADA,43.604096,-116.276372,Elementary,110,Elementary
25000,CHRISTIAN CHURCH RANCH SCHOOL,25,ADA,43.677016,-116.424399,Combined elementary and secondary,20,Combined elementary and secondary
5591,CLOVERDALE MONTESSORI,5,ADA,43.644582,-116.334949,Elementary,4,Elementary
5586,COLE VALLEY CHRISTIAN SCHOOLS,758,ADA,43.614829,-116.390397,Combined elementary and secondary,703,Combined elementary and secondary
23158,EAGLE ADVENTIST CHRISTIAN SCHOOL & PRESCHOOL,27,ADA,43.696752,-116.360866,Elementary,24,Elementary
5603,FOOTHILLS SCHOOL OF ARTS & SCIENCES,128,ADA,43.611419,-116.207151,Combined elementary and secondary,115,Combined elementary and secondary
5585,KING'S KIDS PRESCHOOL & KINDERGARTEN,4,ADA,43.625043,-116.394292,Elementary,3,Elementary
5600,LEARNING TREEINC,33,ADA,43.646114,-116.223228,Elementary,30,Elementary
5610,MARANATHA CHRISTIAN SCHOOL,65,ADA,43.620302,-116.332196,Elementary,59,Elementary
5597,MONTESSORI ACADEMY,67,ADA,43.689918,-116.356762,Elementary,59,Elementary
5601,NORTHVIEW MONTESSORI SCHOOL,17,ADA,43.626897,-116.277663,Elementary,15,Elementary
5598,PARKCENTER MONTESSORI,43,ADA,43.589028,-116.17646,Elementary,29,Elementary
21333,RIVERSTONE INTERNATIONAL SCHOOL,337,ADA,43.565653,-116.115734,Combined elementary and secondary,291,Combined elementary and secondary
5593,ROSE HILL MONTESSORI,54,ADA,43.598596,-116.238864,Elementary,45,Elementary
5615,SACRED HEART SCHOOL,151,ADA,43.596517,-116.23018,Elementary,140,Elementary
5595,SHERIDAN ACADEMY,17,ADA,43.593677,-116.242908,Secondary,15,Secondary
5581,ST JOSEPH'S CATHOLIC SCHOOL,353,ADA,43.621525,-116.19877,Elementary,332,Elementary
5608,ST MARKS ELEMENTARY SCHOOL,344,ADA,43.626237,-116.275892,Elementary,328,Elementary
20650,ST MARYS SCHOOL,203,ADA,43.631816,-116.222294,Elementary,192,Elementary
21367,TEEN CHALLENGE CHRISTIAN ACADEMY,2,ADA,43.620802,-116.331976,Secondary,1,Secondary
5605,THE AMBROSE SCHOOL,469,ADA,43.66241,-116.374114,Combined elementary and secondary,441,Combined elementary and secondary
5588,THE CHILDREN'S SCHOOL OF BOISE,19,ADA,43.623719,-116.197975,Elementary,16,Elementary
15389,COOKSON HILLS CHRISTIAN SCHOOL,78,ADAIR,36.140914,-94.784734,Combined elementary and secondary,67,Combined elementary and secondary
10405,FAITH LUTHERAN SCHOOL,46,ADAIR,40.179552,-92.572498,Elementary,41,Elementary
10412,LIFE CHURCH SCHOOL,82,ADAIR,40.211076,-92.584068,Combined elementary and secondary,63,Combined elementary and secondary
10419,MARY IMMACULATE ELEMENTARY SCHOOL,68,ADAIR,40.194345,-92.576432,Elementary,61,Elementary
15670,ADAMS COUNTY CHRISTIAN ACADEMY,108,ADAMS,39.876645,-77.243264,Combined elementary and secondary,90,Combined elementary and secondary
14269,ADAMS COUNTY CHRISTIAN SCHOOL,76,ADAMS,38.778771,-83.560626,Combined elementary and secondary,66,Combined elementary and secondary
10705,ADAMS COUNTY CHRISTIAN SCHOOL,397,ADAMS,31.561988,-91.352,Combined elementary and secondary,368,Combined elementary and secondary
15669,ANNUNCIATION BVM SCHOOL,280,ADAMS,39.804418,-77.020559,Elementary,262,Elementary
3458,ASSUMPTION CATHOLIC SCHOOL,132,ADAMS,39.83844,-104.958461,Elementary,121,Elementary
3520,BELLEVIEW CHRISTIAN SCHOOL,289,ADAMS,39.847127,-105.031879,Combined elementary and secondary,266,Combined elementary and secondary
5830,BLESSED SACRAMENT CATHOLIC SCHOOL,154,ADAMS,39.917639,-91.403818,Elementary,142,Elementary
6342,BLUE CREEK SCHOOL,58,ADAMS,40.701155,-84.953706,Elementary,55,Elementary
6990,BROOKSIDE SCHOOL,63,ADAMS,40.629628,-84.835137,Elementary,60,Elementary
21649,CATHEDRAL SCHOOL,612,ADAMS,31.561973,-91.39483,Combined elementary and secondary,578,Combined elementary and secondary
23107,CEDAR WOOD CHRISTIAN ACADEMY,60,ADAMS,39.745316,-104.854554,Combined elementary and secondary,53,Combined elementary and secondary
5834,CHADDOCK,73,ADAMS,39.930367,-91.377605,Combined elementary and secondary,62,Combined elementary and secondary
3537,CHILDRENS OUTREACH PROJECT,18,ADAMS,39.842273,-105.006288,Elementary,16,Elementary
11595,CHRIST LUTHERAN SCHOOL,53,ADAMS,40.653506,-98.578747,Elementary,49,Elementary
6258,CLEARVIEW AMISH SCHOOL,38,ADAMS,40.697609,-84.97455,Elementary,37,Elementary
3566,COMMUNITY CHRISTIAN,186,ADAMS,39.913748,-104.966969,Combined elementary and secondary,171,Combined elementary and secondary
23134,CORNERSTONE CHRISTIAN ACADEMY,241,ADAMS,39.859031,-105.012605,Combined elementary and secondary,222,Combined elementary and secondary
6993,COUNTRYSIDE SCHOOL,66,ADAMS,40.728375,-84.889269,Elementary,64,Elementary
20174,DELLS CHRISTIAN ACADEMY,12,ADAMS,43.651834,-89.766483,Combined elementary and secondary,9,Combined elementary and secondary
15683,DELONE CATHOLIC HIGH SCHOOL,514,ADAMS,39.806062,-77.010041,Secondary,476,Secondary
3721,EASTLAKE MONTESSORI SCHOOL,7,ADAMS,39.925517,-104.960699,Elementary,4,Elementary
3511,ELMWOOD BAPTIST ACADEMY,144,ADAMS,39.957326,-104.83432,Combined elementary and secondary,137,Combined elementary and secondary
6268,ENGLE CREEK AMISH SCHOOL,46,ADAMS,40.604686,-84.907329,Elementary,43,Elementary
21421,FAITH CHRISTIAN ACADEMY,14,ADAMS,40.643535,-84.954327,Combined elementary and secondary,11,Combined elementary and secondary
15673,FREEDOM CHRISTIAN SCHOOL,92,ADAMS,39.85985,-77.13235,Combined elementary and secondary,82,Combined elementary and secondary
3461,GETHSEMANE LUTHERAN SCHOOL,110,ADAMS,39.890295,-104.978391,Elementary,104,Elementary
15674,GETTYSBURG SEVENTH-DAY ADVENTIST CHURCH SCHOOL,14,ADAMS,39.86633,-77.237674,Elementary,13,Elementary
3444,GUARDIAN ANGELS,150,ADAMS,39.791352,-105.008902,Elementary,138,Elementary
17153,HANOVER MENNONITE SCHOOL,35,ADAMS,39.820403,-76.999934,Combined elementary and secondary,32,Combined elementary and secondary
6960,HARTFORD VALLEY SCHOOL,39,ADAMS,40.620357,-84.989809,Elementary,37,Elementary
6956,HICKORY GROVE SCHOOL,34,ADAMS,40.623835,-84.906652,Elementary,32,Elementary
6967,HIDDEN VALLEY SCHOOL,42,ADAMS,40.673599,-84.888775,Elementary,40,Elementary
25235,HOLY FAMILY EARLY LEARNING CENTER,26,ADAMS,31.558139,-91.396992,Elementary,24,Elementary
3522,HOLY TRINITY CATHOLIC SCHOOL,189,ADAMS,39.833942,-105.026505,Elementary,177,Elementary
15678,IMMACULATE CONCEPTION SCHOOL,116,ADAMS,39.8654,-77.055218,Elementary,108,Elementary
6298,JEFFERSON PAROCHIAL AMISH SCHOOL,51,ADAMS,40.607455,-84.858635,Elementary,49,Elementary
3540,KINDERCARE LEARNING CENTER,12,ADAMS,39.903704,-104.99494,Elementary,10,Elementary
3485,KINDERCARE LEARNING CENTER,19,ADAMS,39.927946,-104.937884,Elementary,17,Elementary
3723,LIFE CHRISTIAN ACADEMY,147,ADAMS,39.906382,-105.052146,Combined elementary and secondary,135,Combined elementary and secondary
6323,LINCOLN AMISH SCHOOL,72,ADAMS,40.666294,-84.834956,Elementary,70,Elementary
3483,LORD OF LIFE LUTHERAN SCHOOL,75,ADAMS,39.908408,-104.967775,Elementary,70,Elementary
22463,MAPLE LANE SCHOOL,41,ADAMS,40.71623,-84.96524,Elementary,39,Elementary
6333,MAPLE LEAF AMISH SCHOOL,36,ADAMS,40.670267,-84.916667,Elementary,34,Elementary
24240,MEADOWLARK MONTESSORI SCHOOL,25,ADAMS,39.970665,-104.614367,Elementary,23,Elementary
19953,MID-COLUMBIA CHRISTIAN SCHOOL,21,ADAMS,46.820856,-119.163765,Elementary,18,Elementary
22430,NORTHSIDE CHRISTIAN DAYCARE,6,ADAMS,39.906443,-104.976519,Elementary,5,Elementary
6978,OAK GROVE AMISH SCHOOL,62,ADAMS,40.702651,-84.883184,Elementary,60,Elementary
22877,OXFORD CHRISTIAN ACADEMY,22,ADAMS,39.863452,-77.055353,Combined elementary and secondary,20,Combined elementary and secondary
6249,PLEASANT MILLS SCHOOLS,76,ADAMS,40.739823,-84.811214,Elementary,74,Elementary
6360,PLEASANT VALLEY AMISH SCHOOL,46,ADAMS,40.727785,-84.917159,Elementary,44,Elementary
6983,PRAIRIE SCHOOL,49,ADAMS,40.655133,-84.868407,Elementary,47,Elementary
24267,PRIMROSE SCHOOL AT REUNION,21,ADAMS,39.8841,-104.788567,Elementary,20,Elementary
24295,PRIMROSE SCHOOL OF THORNTON,36,ADAMS,39.929971,-104.98244,Elementary,33,Elementary
5839,QUINCY AREA CHRISTIAN SCHOOL ASSOCIATION,77,ADAMS,39.951179,-91.308626,Combined elementary and secondary,67,Combined elementary and secondary
5838,QUINCY NOTRE DAME HIGH SCHOOL,406,ADAMS,39.91416,-91.399739,Secondary,386,Secondary
19949,ROCK CREEK SCHOOL,17,ADAMS,47.259117,-118.58001,Combined elementary and secondary,16,Combined elementary and secondary
3472,ROCKY MOUNTAIN LUTHERAN HIGH SCHOOL,70,ADAMS,39.908419,-104.967978,Secondary,63,Secondary
15680,SACRED HEART OF JESUS SCHOOL,276,ADAMS,39.818773,-77.037963,Elementary,262,Elementary
6313,SHADY LANE SCHOOL,71,ADAMS,40.703363,-84.83955,Elementary,69,Elementary
6985,SOUTH ADAMS PAROCHIAL SCHOOL,38,ADAMS,40.600832,-84.922247,Elementary,35,Elementary
6988,SOUTH EAST AMISH SCHOOL,27,ADAMS,40.618624,-84.878797,Elementary,26,Elementary
11576,ST CECILIA MIDDLE SCH/HIGH SCHOOL,282,ADAMS,40.588585,-98.38648,Combined elementary and secondary,257,Combined elementary and secondary
5961,ST DOMINIC ELEMENTARY SCHOOL,141,ADAMS,39.938892,-91.350138,Elementary,131,Elementary
15676,ST FRANCIS XAVIER SCHOOL,223,ADAMS,39.828389,-77.23281,Elementary,209,Elementary
5832,ST JAMES LUTHERAN SCHOOL,107,ADAMS,39.920853,-91.388606,Elementary,99,Elementary
6389,ST JOSEPH SCHOOL,316,ADAMS,40.830532,-84.927104,Elementary,299,Elementary
11587,ST MICHAEL'S ELEMENTARY SCHOOL,240,ADAMS,40.591321,-98.425584,Elementary,220,Elementary
6953,ST PETER-IMMANUEL LUTHERAN SCHOOL,66,ADAMS,40.906516,-84.864457,Elementary,60,Elementary
19314,STAHLVILLE SCHOOL,18,ADAMS,47.15041,-118.721259,Combined elementary and secondary,16,Combined elementary and secondary
3478,STEP BY STEP CHILD DEVELOPMENT CENTER,5,ADAMS,39.890013,-104.994327,Elementary,4,Elementary
6947,SUNNYSIDE SCHOOL,67,ADAMS,40.64657,-84.923879,Elementary,65,Elementary
6369,SWISS VALLEY SCHOOL,53,ADAMS,40.731126,-84.938032,Elementary,50,Elementary
24326,THE ACADEMY CHILD DEVELOPMENT CENTER-WESTMINSTER,21,ADAMS,39.901043,-105.05147,Elementary,20,Elementary
24338,THE GODDARD SCHOOL,11,ADAMS,39.913038,-105.040474,Elementary,10,Elementary
5836,TRANSITIONS SCHOOL,20,ADAMS,39.931407,-91.347435,Combined elementary and secondary,16,Combined elementary and secondary
10458,TRINITY EPISCOPAL DAY SCHOOL,284,ADAMS,31.541095,-91.361323,Combined elementary and secondary,259,Combined elementary and secondary
6970,TWIN OAK SCHOOL,21,ADAMS,40.586653,-84.839336,Elementary,19,Elementary
6943,WABASH VALLEY SCHOOL,62,ADAMS,40.61562,-84.925672,Elementary,60,Elementary
19958,WARDEN HUTTERIAN BRETHREN SCHOOL,25,ADAMS,47.059076,-118.9487,Combined elementary and secondary,21,Combined elementary and secondary
6304,WEST WABASH SCHOOL,30,ADAMS,40.618493,-84.976607,Elementary,28,Elementary
6974,WHITE OAK RIDGE,48,ADAMS,40.62881,-84.96933,Elementary,46,Elementary
6350,WINCHESTER AMISH SCHOOL,35,ADAMS,40.730537,-84.974966,Elementary,34,Elementary
6398,WYNEKEN MEMORIAL LUTHERAN SCHOOL,197,ADAMS,40.913336,-85.005988,Elementary,184,Elementary
11570,ZION LUTHERAN SCHOOL,62,ADAMS,40.577958,-98.419746,Elementary,57,Elementary
6378,ZION LUTHERAN SCHOOL,92,ADAMS,40.829972,-84.934754,Elementary,86,Elementary
3722,ZION LUTHERAN SCHOOL,239,ADAMS,39.981548,-104.804676,Elementary,223,Elementary
21581,ARK PRESCHOOL/KINDERGARTEN,3,ADDISON,44.158105,-73.225712,Elementary,2,Elementary
18785,AURORA SCHOOL,35,ADDISON,44.020273,-73.151576,Elementary,29,Elementary
18790,BRIDGE SCHOOL,51,ADDISON,44.036575,-73.163416,Combined elementary and secondary,46,Combined elementary and secondary
18770,CHAMPLAIN VALLEY CHRISTIAN SCHOOL,40,ADDISON,44.066391,-73.381953,Elementary,34,Elementary
18793,MARY JOHNSON CHILDREN'S CENTER,19,ADDISON,44.006523,-73.163345,Elementary,17,Elementary
18775,ST MARY'S SCHOOL,72,ADDISON,44.011868,-73.174728,Elementary,60,Elementary
18776,THE GAILER SCHOOL,16,ADDISON,44.011157,-73.165527,Secondary,13,Secondary
18779,THE NORTH BRANCH SCHOOL,30,ADDISON,43.986113,-73.037324,Secondary,27,Secondary
18784,THE RED CEDAR SCHOOL,36,ADDISON,44.157672,-73.104187,Elementary,33,Elementary
17416,AIKEN PREPARATORY SCHOOL,142,AIKEN,33.564805,-81.726866,Combined elementary and secondary,122,Combined elementary and secondary
17422,FAIRVIEW PRESBYTERIAN EARLY CHILDHOOD CENTER,15,AIKEN,33.508325,-81.970788,Elementary,14,Elementary
17429,FIRST BAPTIST CHURCH KINDERGARTEN,10,AIKEN,33.561303,-81.718316,Elementary,9,Elementary
26172,FIRST PRESBYTERIAN CHURCH PRESCHOOL,18,AIKEN,33.563937,-81.720079,Elementary,16,Elementary
17426,GRACE CHILD DEVELOPMENT CENTER,17,AIKEN,33.495838,-81.969679,Elementary,16,Elementary
17184,MEAD HALL EPISCOPAL SCHOOL,189,AIKEN,33.561083,-81.725084,Elementary,168,Elementary
17419,MIDLAND VALLEY CHRISTIAN ACADEMY,55,AIKEN,33.505952,-81.888651,Elementary,48,Elementary
21637,OUR LADY OF PEACE SCHOOL,105,AIKEN,33.506407,-81.954715,Elementary,96,Elementary
17432,SECOND BAPTIST CHRISTIAN PREPARATORY SCHOOL,38,AIKEN,33.569589,-81.721288,Elementary,30,Elementary
21651,SOUTH AIKEN BAPTIST CHRISTIAN SCHOOL,355,AIKEN,33.516643,-81.726744,Combined elementary and secondary,321,Combined elementary and secondary
26225,SOUTH AIKEN PRESBYTERIAN KINDERGARTEN,31,AIKEN,33.528489,-81.723466,Elementary,29,Elementary
17183,ST JOHN'S METHODIST KINDERGARTEN,24,AIKEN,33.56218,-81.71935,Elementary,22,Elementary
21210,ST MARY HELP OF CHRISTIANS SCHOOL,243,AIKEN,33.560712,-81.717183,Elementary,223,Elementary
17431,VICTORY CHRISTIAN SCHOOL,113,AIKEN,33.515232,-81.978514,Combined elementary and secondary,100,Combined elementary and secondary
24175,AUTISM OASIS FOR KIDS,11,ALACHUA,29.824321,-82.598406,Elementary,5,Elementary
3684,BHAKTIVEDANTA ACADEMY,38,ALACHUA,29.814379,-82.466343,Elementary,34,Elementary
3690,BRENTWOOD SCHOOL,165,ALACHUA,29.660445,-82.40077,Elementary,149,Elementary
3682,CHRISTIAN LIFE ACADEMY,49,ALACHUA,29.570279,-82.470883,Combined elementary and secondary,43,Combined elementary and secondary
3689,COUNTRYSIDE CHRISTIAN SCHOOL,116,ALACHUA,29.689602,-82.458599,Combined elementary and secondary,110,Combined elementary and secondary
3299,FAMILY LIFE ACADEMY,79,ALACHUA,29.532153,-82.525732,Combined elementary and secondary,70,Combined elementary and secondary
22819,FIRST CHRISTIAN ACADEMY,144,ALACHUA,29.838806,-82.60388,Combined elementary and secondary,128,Combined elementary and secondary
3322,FLOWERS MONTESSORI,11,ALACHUA,29.680999,-82.36714,Elementary,3,Elementary
3313,FOREST GROVE CHRISTIAN ACADEMY,82,ALACHUA,29.741359,-82.58163,Combined elementary and secondary,72,Combined elementary and secondary
3280,GAINESVILLE COUNTRY DAY SCHOOL,173,ALACHUA,29.632166,-82.415074,Elementary,136,Elementary
3686,JORDAN GLEN SCHOOL,110,ALACHUA,29.539804,-82.506172,Elementary,101,Elementary
3320,LIVING SPRINGS ACADEMY,21,ALACHUA,29.851198,-82.590669,Elementary,19,Elementary
24449,LOGA SPRINGS ACADEMY,9,ALACHUA,29.66621,-82.313549,Combined elementary and secondary,7,Combined elementary and secondary
3687,MILLHOPPER MONTESSORI SCHOOL,170,ALACHUA,29.68808,-82.433909,Elementary,146,Elementary
3271,OAK HALL SCHOOL,763,ALACHUA,29.638613,-82.42774,Combined elementary and secondary,690,Combined elementary and secondary
24596,PASSAGE CHRISTIAN ACADEMY,37,ALACHUA,29.65087,-82.263718,Combined elementary and secondary,33,Combined elementary and secondary
3680,QUEEN OF PEACE CATHOLIC ACADEMY,377,ALACHUA,29.631763,-82.457408,Elementary,349,Elementary
3284,SPENCER HOUSE MONTESSORI SCHOOL,4,ALACHUA,29.788658,-82.494455,Elementary,3,Elementary
3685,ST FRANCIS CATHOLIC HIGH SCHOOL,261,ALACHUA,29.69259,-82.466555,Secondary,242,Secondary
3692,ST PATRICK INTERPARISH SCHOOL,291,ALACHUA,29.668158,-82.319418,Elementary,270,Elementary
24717,STAR CHRISTIAN ACADEMY,43,ALACHUA,29.638337,-82.314159,Elementary,40,Elementary
3688,THE ROCK SCHOOL,230,ALACHUA,29.630918,-82.447118,Combined elementary and secondary,209,Combined elementary and secondary
3288,TRILOGY SCHOOL,85,ALACHUA,29.675355,-82.435125,Combined elementary and secondary,75,Combined elementary and secondary
3691,WESTWOOD HILLS CHRISTIAN,114,ALACHUA,29.665555,-82.372801,Combined elementary and secondary,100,Combined elementary and secondary
3683,WINDSOR CHRISTIAN ACADEMY,64,ALACHUA,29.646433,-82.187187,Combined elementary and secondary,56,Combined elementary and secondary
3282,Z L SUNG SDA SCHOOL,19,ALACHUA,29.687872,-82.352334,Elementary,17,Elementary
23594,ALAMANCE CHRISTIAN SCHOOL,261,ALAMANCE,36.074466,-79.372624,Combined elementary and secondary,239,Combined elementary and secondary
13406,BIBLE WESLEYAN CHRISTIAN SCHOOL,42,ALAMANCE,35.95096,-79.37246,Combined elementary and secondary,36,Combined elementary and secondary
13405,BLESSED SACRAMENT SCHOOL,180,ALAMANCE,36.093864,-79.445865,Elementary,163,Elementary
25541,BRADFORD ACADEMY,40,ALAMANCE,36.084078,-79.27748,Elementary,36,Elementary
13403,BURLINGTON CHRISTIAN ACADEMY,643,ALAMANCE,36.083381,-79.439957,Combined elementary and secondary,600,Combined elementary and secondary
25577,CHILDRENS HOUSE MONTESSORI,27,ALAMANCE,36.042247,-79.486022,Elementary,19,Elementary
25641,FRIENDSHIP CHRISTIAN SCHOOL,6,ALAMANCE,36.162281,-79.512951,Combined elementary and secondary,5,Combined elementary and secondary
23270,THE ELON SCHOOL,113,ALAMANCE,36.099026,-79.50187,Secondary,100,Secondary
23240,A JOYFUL NOISE LEARNING CENTER,6,ALAMEDA,37.641184,-122.081823,Elementary,5,Elementary
21899,ACTS CHRISTIAN ACADEMY,146,ALAMEDA,37.758391,-122.196638,Elementary,138,Elementary
22923,ADVENTURE MONTESSORI ACADEMY,12,ALAMEDA,37.587741,-122.066963,Elementary,5,Elementary
356,AGNES MEMORIAL CHRISTIAN ACADEMY,34,ALAMEDA,37.782838,-122.234492,Combined elementary and secondary,28,Combined elementary and secondary
292,ALAMEDA CHRISTIAN SCHOOL,51,ALAMEDA,37.768743,-122.243788,Elementary,45,Elementary
655,ALL SAINTS CATHOLIC SCHOOL,230,ALAMEDA,37.672441,-122.075841,Elementary,218,Elementary
783,ALSION MIDDLE/HIGH SCHOOL,76,ALAMEDA,37.533298,-121.921523,Secondary,70,Secondary
23293,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,36,ALAMEDA,37.847399,-122.270837,Elementary,30,Elementary
21413,ANCHOR EDUCATION,16,ALAMEDA,37.642813,-122.13178,Combined elementary and secondary,12,Combined elementary and secondary
735,APPLEGARDEN MONTESSORI SCHOOL,4,ALAMEDA,37.834254,-122.212945,Elementary,3,Elementary
366,ARCHWAY SCHOOL,93,ALAMEDA,37.82818,-122.254646,Elementary,80,Elementary
633,ASSUMPTION SCHOOL,305,ALAMEDA,37.719839,-122.136079,Elementary,289,Elementary
796,AURORA SCHOOL,130,ALAMEDA,37.839906,-122.231703,Elementary,118,Elementary
22105,BAYHILL HIGH SCHOOL,83,ALAMEDA,37.80778,-122.248933,Secondary,73,Secondary
404,BAYSIDE MONTESSORI ASSOCIATION,8,ALAMEDA,37.768762,-122.248898,Elementary,5,Elementary
666,BAYSIDE SDA CHRISTIAN SCHOOL,41,ALAMEDA,37.642453,-122.081137,Elementary,38,Elementary
310,BEACON DAY SCHOOL,248,ALAMEDA,37.780518,-122.240917,Elementary,223,Elementary
20087,BENTLEY SCHOOL,722,ALAMEDA,37.853166,-122.234013,Combined elementary and secondary,645,Combined elementary and secondary
610,BERKWOOD HEDGE SCHOOL,114,ALAMEDA,37.866835,-122.274285,Elementary,105,Elementary
380,BETHEL CHRISTIAN ACADEMY,53,ALAMEDA,37.565009,-122.019078,Elementary,48,Elementary
582,BISHOP O DOWD HIGH SCHOOL,1215,ALAMEDA,37.753463,-122.156397,Secondary,1141,Secondary
416,BLACK PINE CIRCLE SCHOOL,270,ALAMEDA,37.867969,-122.295964,Elementary,252,Elementary
23109,BRIGHT HORIZONS AT GARNER LEARNING CENTER,10,ALAMEDA,37.731433,-122.245607,Elementary,9,Elementary
361,BRIGHT STAR MONTESSORI SCHOOL,5,ALAMEDA,37.888298,-122.288525,Elementary,2,Elementary
647,CAMELOT SCHOOL,22,ALAMEDA,37.696986,-122.098442,Elementary,20,Elementary
690,CARDEN WEST SCHOOL,118,ALAMEDA,37.690866,-121.898901,Elementary,108,Elementary
291,CEDAR CREEK MONTESSORI SCHOOL,4,ALAMEDA,37.87667,-122.28283,Elementary,3,Elementary
306,CHILDREN'S CHOICE EDUCARE,15,ALAMEDA,37.648381,-122.083987,Elementary,14,Elementary
365,CHILDREN'S LEARNING CENTER,107,ALAMEDA,37.768485,-122.253295,Combined elementary and secondary,81,Combined elementary and secondary
23433,CHINESE AMERICAN SCHOOLS - ALAMEDA,26,ALAMEDA,37.726099,-122.239286,Secondary,24,Secondary
723,CHINESE CHRISTIAN SCHOOLS,339,ALAMEDA,37.687298,-122.14216,Elementary,309,Elementary
785,CHINESE CHRISTIAN SCHOOLS - ALAMEDA,429,ALAMEDA,37.729438,-122.241317,Combined elementary and secondary,385,Combined elementary and secondary
23472,CORNERSTONE CHRISTIAN ACADEMY,16,ALAMEDA,37.790806,-122.198413,Combined elementary and secondary,11,Combined elementary and secondary
392,CORPUS CHRISTI SCHOOL,289,ALAMEDA,37.813623,-122.214158,Elementary,277,Elementary
396,DOMINICAN KINDERGARTEN,32,ALAMEDA,37.533432,-121.919984,Elementary,30,Elementary
383,DR HERBERT GUICE CHRISTIAN ACADEMY,38,ALAMEDA,37.760575,-122.190158,Elementary,34,Elementary
322,EARLY BIRD MONTESSORI SCHOOL,23,ALAMEDA,37.70389,-122.061772,Elementary,20,Elementary
21486,ECOLE BILINGUE DE BERKELEY,509,ALAMEDA,37.854247,-122.289314,Elementary,468,Elementary
315,ELMHURST LEARNING CENTER,29,ALAMEDA,37.655575,-122.093995,Elementary,23,Elementary
343,ESCUELA BILINGUE INTERNACIONAL,164,ALAMEDA,37.851084,-122.257116,Elementary,149,Elementary
400,FIRST COVENANT TREEHOUSE PRESCHOOL & KINDERGARTEN,26,ALAMEDA,37.798456,-122.184618,Elementary,24,Elementary
751,FOUNTAINHEAD MONTESSORI SCHOOL - DUBLIN,15,ALAMEDA,37.70278,-121.925061,Elementary,10,Elementary
339,FRED FINCH-OAKLAND HILLS ACADEMY,15,ALAMEDA,37.800173,-122.20618,Secondary,13,Secondary
685,FREMONT CHRISTIAN SCHOOL,681,ALAMEDA,37.555329,-122.011243,Combined elementary and secondary,642,Combined elementary and secondary
22138,GLOBAL MONTESSORI INTERNATIONAL SCHOOL,23,ALAMEDA,37.867914,-122.263265,Elementary,15,Elementary
326,GRAND LAKE MONTESSORI,25,ALAMEDA,37.816691,-122.251045,Elementary,16,Elementary
279,GROWING LIGHT MONTESSORI SCHOOL,23,ALAMEDA,37.808995,-122.202106,Elementary,20,Elementary
393,HACIENDA CHILD DEVELOPMENT CENTER,33,ALAMEDA,37.694475,-121.901167,Elementary,30,Elementary
737,HACIENDA SCHOOL,64,ALAMEDA,37.691543,-121.868269,Elementary,56,Elementary
23077,HEAD ROYCE SCHOOL,918,ALAMEDA,37.808711,-122.205047,Combined elementary and secondary,830,Combined elementary and secondary
301,HOLY NAMES HIGH SCHOOL,186,ALAMEDA,37.83941,-122.230877,Secondary,166,Secondary
274,HOLY SPIRIT SCHOOL,279,ALAMEDA,37.557233,-122.004269,Elementary,270,Elementary
797,ILE OMODE,71,ALAMEDA,37.750462,-122.173271,Elementary,61,Elementary
386,INTERNATIONAL BIBLE BAPTIST ACADEMY,26,ALAMEDA,37.701516,-122.116859,Elementary,21,Elementary
653,INTERNATIONAL CHRISTIAN SCHOOL,42,ALAMEDA,37.685747,-122.133195,Secondary,38,Secondary
740,JULIA MORGAN SCHOOL FOR GIRLS,197,ALAMEDA,37.783595,-122.187454,Elementary,179,Elementary
710,KIMBER HILLS ACADEMY,235,ALAMEDA,37.559362,-121.954743,Elementary,219,Elementary
793,KINDERCARE LEARNING CENTER,7,ALAMEDA,37.584625,-122.061664,Elementary,6,Elementary
