fid,name,population,county,latitude,longitude,level,enrollment,level.1
21495,CALVARY ACADEMY/CARE ED MINISTRIES,66,MADISON,40.07624,-85.716699,Combined elementary and secondary,60,Combined elementary and secondary
116,CALVARY BAPTIST ACADEMY,60,MADISON,34.799866,-86.688355,Combined elementary and secondary,49,Combined elementary and secondary
10580,CANTON ACADEMY,346,MADISON,32.599739,-90.014508,Combined elementary and secondary,294,Combined elementary and secondary
6592,CATHOLIC CHILDRENS HOME,96,MADISON,38.904185,-90.193779,Combined elementary and secondary,83,Combined elementary and secondary
6730,CENTRAL BAPTIST SCHOOL,19,MADISON,38.72988,-90.07079,Combined elementary and secondary,15,Combined elementary and secondary
10578,CHRIST COVENANT SCHOOL,363,MADISON,32.402472,-90.122629,Elementary,335,Elementary
11899,CHRIST LUTHERAN SCHOOL,283,MADISON,42.027661,-97.413194,Elementary,265,Elementary
6729,COLLINSVILLE CHRISTIAN ACADEMY,112,MADISON,38.68288,-89.978007,Combined elementary and secondary,99,Combined elementary and secondary
6723,COORDINATED YOUTH & HUMAN SERVICES,60,MADISON,38.699004,-90.170843,Combined elementary and secondary,53,Combined elementary and secondary
26811,CORNERSTONE CHRISTIAN SCHOOL OF THE PIEDMONT,31,MADISON,38.304899,-78.221754,Elementary,26,Elementary
111,COVENANT CLASSICAL SCHOOL,48,MADISON,34.712222,-86.667593,Elementary,44,Elementary
7296,CROSS STREET CHRISTIAN SCHOOL,45,MADISON,40.13606,-85.706823,Elementary,42,Elementary
23256,DEBORAHS DAY CARE & KINDERGARTEN,22,MADISON,34.735326,-86.606446,Elementary,16,Elementary
24839,DEWITT PRIVATE ACADEMY,8,MADISON,38.936755,-89.836001,Secondary,7,Secondary
6586,EVANGELICAL SCHOOL,403,MADISON,38.926659,-90.203324,Elementary,381,Elementary
17512,FAMILY CHRISTIAN SCHOOL,41,MADISON,35.648355,-88.811881,Combined elementary and secondary,33,Combined elementary and secondary
113,FIRST BAPTIST CHILD DEVELOPMENT CENTER & ACADEMY,211,MADISON,34.768165,-86.59993,Elementary,195,Elementary
23282,FIRST CHRISTIAN CHURCH EARLY CHILDHOOD MINISTRY,9,MADISON,34.702867,-86.568173,Elementary,8,Elementary
25226,FIRST PRESBYTERIAN KINDERGARTEN,13,MADISON,32.612307,-90.031875,Elementary,7,Elementary
17524,GEORGE THOMAS JR ACADEMY,34,MADISON,35.498738,-88.74866,Secondary,29,Secondary
6721,GOOD SHEPHERD LUTHERAN SCHOOL,345,MADISON,38.69126,-89.991805,Elementary,324,Elementary
94,GRACE LUTHERAN SCHOOL,139,MADISON,34.69835,-86.583874,Elementary,126,Elementary
23689,GREENGATE SCHOOL,46,MADISON,34.748208,-86.584102,Elementary,35,Elementary
23790,HAMPTON COVE CHRISTIAN ACADEMY,40,MADISON,34.660805,-86.473283,Elementary,38,Elementary
23294,HARVEST BAPTIST CHURCH CHILD CARE MINISTRY,2,MADISON,34.854065,-86.748694,Elementary,1,Elementary
17520,HINES MEMORIAL ELEMENTARY SCHOOL,15,MADISON,35.666754,-88.811884,Elementary,14,Elementary
6577,HOLY CROSS LUTHERAN SCHOOL,129,MADISON,38.665043,-89.988452,Elementary,118,Elementary
133,HOLY FAMILY PAROCHIAL SCHOOL,162,MADISON,34.734541,-86.602878,Elementary,151,Elementary
6739,HOLY FAMILY SCHOOL,203,MADISON,38.710423,-90.117092,Elementary,190,Elementary
131,HOLY SPIRIT SCHOOL,442,MADISON,34.690338,-86.572262,Elementary,414,Elementary
23297,HUNTSVILLE ACHIEVEMENT SCHOOL,25,MADISON,34.720936,-86.5859,Combined elementary and secondary,22,Combined elementary and secondary
21261,HUNTSVILLE CHRISTIAN ACADEMY,134,MADISON,34.744896,-86.692343,Combined elementary and secondary,120,Combined elementary and secondary
23524,IN THE BEGINNING CHRISTIAN ACADEMY,33,MADISON,34.770178,-86.645859,Combined elementary and secondary,27,Combined elementary and secondary
7303,INDIANA CHRISTIAN ACADEMY,99,MADISON,40.150272,-85.68017,Combined elementary and secondary,89,Combined elementary and secondary
121,ISLAMIC ACADEMY OF HUNTSVILLE,49,MADISON,34.742479,-86.647752,Elementary,41,Elementary
17529,JACKSON CHRISTIAN SCHOOL,850,MADISON,35.669426,-88.866591,Combined elementary and secondary,784,Combined elementary and secondary
96,JANICE MITCHELL ISBELL ACADEMY,4,MADISON,34.738954,-86.626597,Secondary,3,Secondary
11875,KEYSTONE CHRISTIAN ACADEMY,45,MADISON,42.031224,-97.417774,Combined elementary and secondary,40,Combined elementary and secondary
6726,LAHR-WELL ACADEMY,32,MADISON,38.764616,-89.970828,Combined elementary and secondary,28,Combined elementary and secondary
7318,LIBERTY CHRISTIAN SCHOOL,551,MADISON,40.09305,-85.667594,Combined elementary and secondary,514,Combined elementary and secondary
25846,LITTLE IVY BAPTIST ACADEMY,38,MADISON,35.825865,-82.532191,Combined elementary and secondary,34,Combined elementary and secondary
11904,LUTHERAN HIGH NORTHEAST,135,MADISON,42.056827,-97.464249,Secondary,127,Secondary
4713,MADISON ACADEMY,159,MADISON,30.486215,-83.454898,Elementary,147,Elementary
123,MADISON ACADEMY,889,MADISON,34.70472,-86.705601,Combined elementary and secondary,826,Combined elementary and secondary
22735,MADISON BAPTIST ACADEMY,85,MADISON,34.738725,-86.769812,Combined elementary and secondary,77,Combined elementary and secondary
23504,MADISON-RIDGELAND ACADEMY,872,MADISON,32.449856,-90.10737,Combined elementary and secondary,766,Combined elementary and secondary
6506,MARQUETTE CATHOLIC HIGH SCHOOL,402,MADISON,38.891414,-90.182335,Secondary,372,Secondary
22104,MARYVILLE CHRISTIAN SCHOOL,184,MADISON,38.736362,-89.932644,Elementary,168,Elementary
128,MAYFAIR CHILD DEVELOPMENT CENTER,16,MADISON,34.685894,-86.554415,Elementary,15,Elementary
6574,METRO EAST MONTESSORI SCHOOL,30,MADISON,38.725465,-90.061312,Elementary,26,Elementary
6743,METRO-EAST LUTHERAN HIGH SCHOOL,228,MADISON,38.787113,-89.967989,Secondary,211,Secondary
6735,MISSISSIPPI VALLEY CHRISTIAN SCHOOL,116,MADISON,38.907771,-90.14495,Combined elementary and secondary,107,Combined elementary and secondary
6736,MONTESSORI CHILDREN'S HOUSE,52,MADISON,38.956584,-90.189398,Elementary,44,Elementary
10372,MONTESSORI CHILDRENS HOUSE AT CHAPEL OF THE CROSS,9,MADISON,32.344706,-90.167401,Elementary,5,Elementary
103,MRS RONDAS MONTESSORI SCHOOL,18,MADISON,34.697672,-86.592203,Elementary,13,Elementary
13237,NEW LIFE CHRISTIAN SCHOOL,104,MADISON,42.793034,-75.573123,Combined elementary and secondary,91,Combined elementary and secondary
4715,NEW TESTAMENT CHRISTIAN SCHOOL,82,MADISON,30.46721,-83.374332,Combined elementary and secondary,73,Combined elementary and secondary
11882,NORFOLK CATHOLIC HIGH SCHOOL,705,MADISON,42.031946,-97.44273,Combined elementary and secondary,654,Combined elementary and secondary
98,OAKWOOD ADVENTIST ACADEMY,271,MADISON,34.752025,-86.654498,Combined elementary and secondary,250,Combined elementary and secondary
6557,OUR LADY QUEEN OF PEACE SCHOOL,149,MADISON,38.912882,-90.040682,Elementary,138,Elementary
11891,PARK AVENUE CHRISTIAN SCHOOL,55,MADISON,42.029572,-97.402979,Combined elementary and secondary,50,Combined elementary and secondary
23070,PARK PLACE CHURCH OF GOD CHILDREN'S CENTER,8,MADISON,40.111345,-85.667577,Elementary,7,Elementary
125,POPE JOHN PAUL II CATHOLIC HIGH SCHOOL,428,MADISON,34.727237,-86.645494,Secondary,393,Secondary
23331,PREMIER SCHOOL,15,MADISON,34.750865,-86.713968,Elementary,12,Elementary
21355,PREMIER SCHOOL OF RESEARCH PARK,18,MADISON,34.726987,-86.666601,Elementary,15,Elementary
23340,PROVIDENCE CLASSICAL SCHOOL,189,MADISON,34.747473,-86.64793,Combined elementary and secondary,171,Combined elementary and secondary
138,RANDOLPH SCHOOL,1092,MADISON,34.706414,-86.55918,Combined elementary and secondary,996,Combined elementary and secondary
11872,SACRED HEART ELEMENTARY,376,MADISON,42.031139,-97.442446,Elementary,352,Elementary
21749,SACRED HEART OF JESUS HIGH SCHOOL,68,MADISON,35.651356,-88.857907,Secondary,59,Secondary
6523,SS PETER & PAUL ELEMENTARY SCHOOL,98,MADISON,38.895425,-90.19041,Elementary,89,Elementary
6488,SS PETER & PAUL SCHOOL,212,MADISON,38.671641,-89.985442,Elementary,196,Elementary
6485,ST AMBROSE CATHOLIC SCHOOL,216,MADISON,38.92637,-90.194993,Elementary,203,Elementary
7321,ST AMBROSE SCHOOL,116,MADISON,40.08782,-85.685539,Elementary,105,Elementary
10575,ST ANDREW'S EPISCOPAL SCHOOL,1172,MADISON,32.43513,-90.152095,Combined elementary and secondary,1074,Combined elementary and secondary
21742,ST ANTHONY CATHOLIC SCHOOL,266,MADISON,32.478915,-90.148054,Elementary,244,Elementary
20601,ST BONIFACE CATHOLIC SCHOOL,214,MADISON,38.812081,-89.952594,Elementary,202,Elementary
6514,ST ELIZABETH ELEMENTARY SCHOOL,181,MADISON,38.731312,-90.10743,Elementary,170,Elementary
23544,ST JOHN LUTHERAN SCHOOL,98,MADISON,41.997588,-97.597787,Elementary,91,Elementary
6563,ST JOHN NEUMANN CATHOLIC SCHOOL,211,MADISON,38.710363,-89.959078,Elementary,200,Elementary
118,ST JOHN THE BAPTIST CATHOLIC SCHOOL,481,MADISON,34.73354,-86.739885,Elementary,454,Elementary
10583,ST JOSEPH CATHOLIC SCHOOL,509,MADISON,32.473806,-90.147017,Secondary,460,Secondary
11914,ST LEONARD SCHOOL,53,MADISON,41.825896,-97.453198,Elementary,49,Elementary
23424,ST MARK SCHOOL,54,MADISON,37.749635,-84.301507,Elementary,50,Elementary
7326,ST MARY ELEMENTARY SCHOOL,96,MADISON,40.267245,-85.686211,Elementary,89,Elementary
20637,ST MARY SCHOOL,142,MADISON,40.104908,-85.674893,Elementary,133,Elementary
6498,ST MARY SCHOOL,367,MADISON,38.89054,-90.178295,Elementary,344,Elementary
6548,ST MARYS SCHOOL,173,MADISON,38.792632,-89.946729,Elementary,159,Elementary
17534,ST MARYS SCHOOL,311,MADISON,35.651416,-88.85352,Elementary,285,Elementary
14221,ST PATRICK SCHOOL,165,MADISON,39.9002,-83.446039,Elementary,154,Elementary
13231,ST PATRICK'S SCHOOL,122,MADISON,43.089745,-75.647145,Elementary,111,Elementary
21006,ST PAUL CATHOLIC SCHOOL,289,MADISON,38.740211,-89.673176,Elementary,269,Elementary
6580,ST PAUL LUTHERAN SCHOOL,53,MADISON,38.729456,-89.884961,Elementary,46,Elementary
11919,ST PAULS LUTHERAN SCHOOL,93,MADISON,42.043993,-97.42114,Elementary,88,Elementary
6582,ST PETER'S LUTHERAN SCHOOL,32,MADISON,38.96635,-89.925808,Elementary,28,Elementary
110,SUSANNA WESLEY EARLY EDUCATION MINISTRY,17,MADISON,34.731805,-86.584444,Elementary,15,Elementary
8608,TALLULAH ACADEMY/DELTA CHRISTIAN SCHOOL,272,MADISON,32.398159,-91.179829,Combined elementary and secondary,251,Combined elementary and secondary
21253,THE CHILDRENS HOUSE OF MONTESSORI,10,MADISON,34.710284,-86.592057,Elementary,8,Elementary
101,THE COUNTRY DAY SCHOOL,68,MADISON,34.755923,-86.684834,Elementary,63,Elementary
23369,THE MONTESSORI SCHOOL OF HUNTSVILLE,47,MADISON,34.597664,-86.549294,Elementary,36,Elementary
23698,THE PINNACLE SCHOOL,34,MADISON,34.720412,-86.586424,Secondary,30,Secondary
23373,THE RILEY BEHAVIORAL AND EDUCATIONAL CENTER,28,MADISON,34.679404,-86.57832,Elementary,19,Elementary
10354,THE VERITAS SCHOOL,100,MADISON,32.37662,-90.122528,Combined elementary and secondary,93,Combined elementary and secondary
99,THREE SPRINGS SCHOOL OF MADISON,64,MADISON,34.72323,-86.777707,Combined elementary and secondary,59,Combined elementary and secondary
21596,TRICOUNTY ACADEMY,294,MADISON,32.551819,-90.320436,Combined elementary and secondary,269,Combined elementary and secondary
17515,TRINITY CHRISTIAN ACADEMY,729,MADISON,35.689359,-88.907846,Combined elementary and secondary,684,Combined elementary and secondary
11908,TRINITY LUTHERAN SCHOOL,53,MADISON,41.824723,-97.462715,Elementary,49,Elementary
6742,TRINITY LUTHERAN SCHOOL,160,MADISON,38.816774,-89.951491,Elementary,148,Elementary
6531,TRINITY ST PAUL LUTHERAN SCHOOL,51,MADISON,38.91212,-89.820648,Elementary,46,Elementary
4718,TWIN OAKS VOCATIONAL ACADEMY,95,MADISON,30.450782,-83.617572,Combined elementary and secondary,82,Combined elementary and secondary
105,UNION CHAPEL CHRISTIAN ACADEMY,178,MADISON,34.794274,-86.559637,Elementary,157,Elementary
23388,UNIVERSITY PRESCHOOL LEARNING CENTER,33,MADISON,34.727167,-86.640666,Elementary,26,Elementary
17539,UNIVERSITY SCHOOL OF JACKSON,1106,MADISON,35.702848,-88.890233,Combined elementary and secondary,1028,Combined elementary and secondary
135,VALLEY FELLOWSHIP CHRISTIAN ACADEMY,173,MADISON,34.728032,-86.62219,Combined elementary and secondary,157,Combined elementary and secondary
95,WESTMINSTER CHRISTIAN ACADEMY,768,MADISON,34.739723,-86.640524,Combined elementary and secondary,708,Combined elementary and secondary
97,WHITESBURG CHRISTIAN ACADEMY,390,MADISON,34.67541,-86.569198,Combined elementary and secondary,360,Combined elementary and secondary
107,WILLOWBROOK BAPTIST KINDERGARTEN,29,MADISON,34.668735,-86.537869,Elementary,26,Elementary
14057,WOLF CREEK ACADEMY,36,MADISON,35.941,-82.528489,Secondary,32,Secondary
19795,WOODBERRY FOREST SCHOOL,463,MADISON,38.294578,-78.125804,Secondary,404,Secondary
6539,ZION LUTHERAN SCHOOL,167,MADISON,38.900003,-90.031937,Elementary,157,Elementary
7674,OSKALOOSA CHRISTIAN SCHOOL,162,MAHASKA,41.302113,-92.650165,Elementary,151,Elementary
10181,ST MICHAEL'S SCHOOL,61,MAHNOMEN,47.310959,-95.970329,Elementary,56,Elementary
14326,AKIVA ACADEMY,92,MAHONING,41.13356,-80.659644,Elementary,80,Elementary
14240,CARDINAL MOONEY HIGH SCHOOL,631,MAHONING,41.074354,-80.651204,Secondary,585,Secondary
26069,HITCHCOCK WOODS SCHOOL,8,MAHONING,40.992444,-80.677404,Elementary,7,Elementary
14304,HOLY FAMILY ELEMENTARY SCHOOL,300,MAHONING,41.023609,-80.600654,Elementary,282,Elementary
22337,ISLAMIC ACADEMY OF YOUNGSTOWN,34,MAHONING,41.076917,-80.626921,Elementary,30,Elementary
14315,POTENTIAL DEVELOPMENT PROGRAM SCHOOL OF AUTISM,62,MAHONING,41.093537,-80.658325,Combined elementary and secondary,48,Combined elementary and secondary
14293,ST CHARLES ELEMENTARY SCHOOL,451,MAHONING,41.023666,-80.667255,Elementary,427,Elementary
14277,ST CHRISTINE ELEMENTARY SCHOOL,402,MAHONING,41.066138,-80.69948,Elementary,381,Elementary
14286,ST JOSEPH THE PROVIDER SCHOOL,127,MAHONING,41.081277,-80.585542,Elementary,113,Elementary
14359,ST JOSEPH-IMMACULATE HEART OF MARY SCHOOL,222,MAHONING,41.104915,-80.732823,Elementary,205,Elementary
14228,ST NICHOLAS SCHOOL,172,MAHONING,41.04995,-80.603401,Elementary,161,Elementary
14268,THE MONTESSORI SCHOOL OF THE MAHONING VALLEY,56,MAHONING,41.051972,-80.618287,Elementary,50,Elementary
14246,URSULINE HIGH SCHOOL,429,MAHONING,41.109564,-80.642681,Secondary,402,Secondary
14348,URSULINE PRESCHOOL & KINDERGARTEN,86,MAHONING,41.042529,-80.72838,Elementary,84,Elementary
14336,WILLOW CREEK LEARNING CENTER,67,MAHONING,40.988003,-80.682332,Elementary,60,Elementary
14260,YOUNGSTOWN CHRISTIAN SCHOOL,511,MAHONING,41.05472,-80.657431,Combined elementary and secondary,478,Combined elementary and secondary
15928,TREASURE VALLEY CHRISTIAN SCHOOL,55,MALHEUR,44.031842,-116.985024,Combined elementary and secondary,48,Combined elementary and secondary
19059,ALL SAINTS CATHOLIC SCHOOL,530,MANASSAS,38.754541,-77.48486,Elementary,503,Elementary
19055,GRACE CHILDREN'S LEARNING CENTER,59,MANASSAS,38.738363,-77.476731,Elementary,56,Elementary
19057,MANASSAS CHRISTIAN ACADEMY,42,MANASSAS,38.748998,-77.461401,Elementary,28,Elementary
19058,SETON SCHOOL,382,MANASSAS,38.753167,-77.466585,Secondary,359,Secondary
23440,THE COMPASS SCHOOL OF MANASSAS,14,MANASSAS,38.743065,-77.511282,Elementary,13,Elementary
19060,MANASSAS CHRISTIAN SCHOOL,178,MANASSAS PARK,38.76152,-77.433532,Elementary,161,Elementary
4729,AMI KIDS MANATEE,47,MANATEE,27.496411,-82.556575,Combined elementary and secondary,44,Combined elementary and secondary
4745,BRADENTON CHRISTIAN SCHOOL,486,MANATEE,27.47133,-82.605525,Combined elementary and secondary,450,Combined elementary and secondary
4739,CENTER MONTESSORI SCHOOL,141,MANATEE,27.435144,-82.587673,Elementary,133,Elementary
4750,COMMUNITY CHRISTIAN SCHOOL,219,MANATEE,27.44189,-82.541173,Combined elementary and secondary,203,Combined elementary and secondary
4734,EDISON ACADEMICS,88,MANATEE,27.494587,-82.634286,Combined elementary and secondary,76,Combined elementary and secondary
4738,GULFCOAST CHRISTIAN ACADEMY,50,MANATEE,27.4511,-82.54387,Combined elementary and secondary,45,Combined elementary and secondary
24770,LEARNING UNLIMITED,88,MANATEE,27.484549,-82.625861,Elementary,81,Elementary
4722,PEACE LUTHERAN SCHOOL,28,MANATEE,27.473484,-82.577854,Elementary,25,Elementary
4735,PINNACLE ACADEMY,132,MANATEE,27.42276,-82.556143,Combined elementary and secondary,110,Combined elementary and secondary
24635,PROVIDENCE COMMUNITY SCHOOL,155,MANATEE,27.443402,-82.588461,Combined elementary and secondary,138,Combined elementary and secondary
4743,ST JOSEPH CATHOLIC SCHOOL,265,MANATEE,27.473103,-82.589242,Elementary,244,Elementary
4741,ST STEPHEN'S EPISCOPAL SCHOOL,676,MANATEE,27.497852,-82.601664,Combined elementary and secondary,603,Combined elementary and secondary
4724,SUN ACADEMY,5,MANATEE,27.467117,-82.586228,Elementary,4,Elementary
22052,SUNCOAST BAPTIST ACADEMY,19,MANATEE,27.521942,-82.587845,Elementary,16,Elementary
4732,SUNSHINE ACADEMY,30,MANATEE,27.477785,-82.604137,Elementary,25,Elementary
4726,TABERNACLE CHRISTIAN SCHOOL,27,MANATEE,27.493577,-82.549773,Combined elementary and secondary,23,Combined elementary and secondary
4727,THE BROACH SCHOOL,59,MANATEE,27.472751,-82.587323,Combined elementary and secondary,54,Combined elementary and secondary
23148,THE IMG PENDLETON SCHOOL,621,MANATEE,27.442917,-82.597237,Combined elementary and secondary,573,Combined elementary and secondary
24902,THE LEARNING PREPARTORY ACADEMY,24,MANATEE,27.495966,-82.588316,Combined elementary and secondary,20,Combined elementary and secondary
4720,THE PREP ACADEMY,30,MANATEE,27.467313,-82.641452,Combined elementary and secondary,21,Combined elementary and secondary
4748,WEST COAST CHRISTIAN ACADEMY,26,MANATEE,27.454219,-82.551146,Elementary,23,Elementary
9325,MANISTEE CATHOLIC CENTRAL SCHOOL,213,MANISTEE,44.271335,-86.279765,Combined elementary and secondary,197,Combined elementary and secondary
22550,PLEASANT VIEW MENNONITE SCHOOL,7,MANISTEE,44.364075,-86.143261,Elementary,6,Elementary
9328,TRINITY LUTHERAN SCHOOL,40,MANISTEE,44.242927,-86.325918,Elementary,36,Elementary
20853,ASHLING MONTESSORI SCHOOL,7,MANITOWOC,44.124391,-87.640446,Elementary,4,Elementary
20833,BETHANY EVANGELICAL LUTHERAN SCHOOL,155,MANITOWOC,44.094771,-87.688163,Elementary,145,Elementary
26626,CHILDREN'S HOUSE OF MANITOWOC,5,MANITOWOC,44.128613,-87.609526,Elementary,4,Elementary
20832,DIVINE SAVIOR CATHOLIC SCHOOL,94,MANITOWOC,43.912123,-88.035015,Elementary,82,Elementary
20880,FIRST GERMAN EVANGELICAL LUTHERAN SCHOOL,71,MANITOWOC,44.0874,-87.6575,Elementary,64,Elementary
20888,IMMANUEL LUTHERAN SCHOOL,84,MANITOWOC,44.107272,-87.659546,Elementary,78,Elementary
20892,MANITOWOC LUTHERAN HIGH SCHOOL,235,MANITOWOC,44.110748,-87.6983,Secondary,215,Secondary
20872,RONCALLI HIGH SCHOOL,397,MANITOWOC,44.126978,-87.632098,Secondary,370,Secondary
20895,ST FRANCIS OF ASSISI ELEMENTARY SCHOOL,221,MANITOWOC,44.10885,-87.666193,Elementary,208,Elementary
20878,ST FRANCIS OF ASSISI MIDDLE SCHOOL,208,MANITOWOC,44.086844,-87.675003,Elementary,195,Elementary
20902,ST GREGORY SCHOOL,45,MANITOWOC,44.004275,-87.92395,Elementary,40,Elementary
20845,ST JOHN LUTHERAN SCHOOL,67,MANITOWOC,44.271059,-87.806329,Elementary,63,Elementary
20843,ST JOHN'S LUTHERAN SCHOOL,63,MANITOWOC,44.175534,-87.595874,Elementary,58,Elementary
20856,ST JOHN-ST JAMES LUTHERAN SCHOOL,34,MANITOWOC,44.153101,-87.949283,Elementary,30,Elementary
20865,ST JOHNS LUTHERAN SCHOOL,110,MANITOWOC,44.050882,-87.758158,Elementary,103,Elementary
20862,ST MARY/ST MICHAEL SCHOOL,57,MANITOWOC,44.094827,-87.862015,Elementary,49,Elementary
20839,ST PETER THE FISHERMAN CATHOLIC SCHOOL,161,MANITOWOC,44.164258,-87.565452,Elementary,145,Elementary
20849,TRINITY LUTHERAN SCHOOL,60,MANITOWOC,43.910009,-88.003256,Elementary,55,Elementary
20939,ABBOTSFORD CHRISTIAN ACADEMY,37,MARATHON,44.94651,-90.283151,Combined elementary and secondary,33,Combined elementary and secondary
20920,FAITH CHRISTIAN ACADEMY,138,MARATHON,44.948062,-89.490743,Combined elementary and secondary,123,Combined elementary and secondary
23212,MONTESSORI SCHOOL OF WAUSAU,9,MARATHON,44.95702,-89.660193,Elementary,6,Elementary
20964,NEWMAN CATHOLIC ELEMENTARY AT ST ANNE PARISH,221,MARATHON,44.970862,-89.643357,Elementary,206,Elementary
21912,NEWMAN CATHOLIC ELEMENTARY SCHOOL AT ST MARK,82,MARATHON,44.880694,-89.617479,Elementary,75,Elementary
20907,NEWMAN CATHOLIC MIDDLE / HIGH SCHOOL,601,MARATHON,44.970595,-89.649035,Combined elementary and secondary,552,Combined elementary and secondary
20979,NORTHLAND LUTHERAN HIGH SCHOOL,107,MARATHON,44.844495,-89.630384,Secondary,98,Secondary
20948,OUR SAVIORS LUTHERAN SCHOOL,22,MARATHON,44.941109,-89.643641,Elementary,20,Elementary
20927,ST ANTHONY SCHOOL,88,MARATHON,45.03291,-90.076781,Elementary,80,Elementary
20952,ST JOHN LUTHERAN SCHOOL,21,MARATHON,44.988428,-89.489104,Elementary,18,Elementary
20910,ST JOHN THE BAPTIST CATHOLIC SCHOOL,63,MARATHON,44.923941,-89.965359,Elementary,55,Elementary
20975,ST JOSEPH SCHOOL,121,MARATHON,44.804349,-90.072811,Elementary,111,Elementary
20942,ST MARY SCHOOL,168,MARATHON,44.927877,-89.838642,Elementary,155,Elementary
20983,ST PAUL CATHOLIC GRADE SCHOOL,45,MARATHON,44.791138,-89.706651,Elementary,39,Elementary
20971,ST PETER LUTHERAN SCHOOL,71,MARATHON,44.91122,-89.611281,Elementary,66,Elementary
20961,STOREFRONT LEARNING CENTER,17,MARATHON,44.961753,-89.627382,Secondary,14,Secondary
20932,TRINITY LUTHERAN SCHOOL,54,MARATHON,45.034525,-90.076016,Elementary,49,Elementary
20954,TRINITY LUTHERAN SCHOOL,163,MARATHON,44.958745,-89.642473,Elementary,152,Elementary
20915,WISCONSIN VALLEY LUTHERAN HIGH SCHOOL,61,MARATHON,44.810226,-89.685632,Secondary,56,Secondary
143,MARENGO ACADEMY HIGH SCHOOL,209,MARENGO,32.284823,-87.793787,Combined elementary and secondary,193,Combined elementary and secondary
23395,WEST ALABAMA CHRISTIAN SCHOOL,34,MARENGO,32.497832,-87.844466,Elementary,30,Elementary
449,91ST PSALM CHRISTIAN SCHOOL,143,MARICOPA,33.378807,-112.039723,Combined elementary and secondary,125,Combined elementary and secondary
23467,A SIMPLE PATH MONTESSORI,3,MARICOPA,33.370407,-111.790686,Elementary,1,Elementary
911,ACCEL,212,MARICOPA,33.579867,-112.133012,Combined elementary and secondary,193,Combined elementary and secondary
23474,ADOBE ADVENTIST CHRISTIAN SCHOOL,9,MARICOPA,33.430019,-111.617017,Elementary,8,Elementary
709,ADOBE MONTESSORI SCHOOL,14,MARICOPA,33.315244,-111.953646,Elementary,10,Elementary
23714,AHWATUKEE FOOTHILLS MONTESSORI,23,MARICOPA,33.303665,-112.012986,Elementary,15,Elementary
881,ALDEA MONTESSORI,30,MARICOPA,33.629318,-111.995565,Elementary,27,Elementary
956,ALL SAINTS' EPISCOPAL DAY SCHOOL,537,MARICOPA,33.528442,-112.072812,Elementary,487,Elementary
23491,ANNUNCIATION CATHOLIC SCHOOL,78,MARICOPA,33.782099,-111.975831,Elementary,72,Elementary
713,ARCADIA MONTESSORI SCHOOL,12,MARICOPA,33.475978,-111.970714,Elementary,11,Elementary
870,ARIZONA CULTURAL ACADEMY,226,MARICOPA,33.375778,-111.992665,Combined elementary and secondary,192,Combined elementary and secondary
873,ARIZONA INTERNATIONAL ACADEMY,19,MARICOPA,33.599023,-111.926491,Combined elementary and secondary,15,Combined elementary and secondary
23422,ARIZONA LANGUAGE PREPARATORY,19,MARICOPA,33.653648,-112.064739,Elementary,16,Elementary
446,ARIZONA LUTHERAN ACADEMY,196,MARICOPA,33.39091,-112.117331,Secondary,183,Secondary
664,ARROWHEAD CHRISTIAN ACADEMY,138,MARICOPA,33.662284,-112.146208,Combined elementary and secondary,129,Combined elementary and secondary
889,ARROWHEAD MONTESSORI,5,MARICOPA,33.619834,-112.236985,Elementary,3,Elementary
935,ATONEMENT LUTHERAN,120,MARICOPA,33.668636,-112.145797,Elementary,114,Elementary
447,AWAKENING SEED SCHOOL,59,MARICOPA,33.386171,-111.996187,Elementary,55,Elementary
670,BELLA VISTA PRIVATE SCHOOL,52,MARICOPA,33.82896,-111.931523,Combined elementary and secondary,48,Combined elementary and secondary
23507,BETHANY CHRISTIAN SCHOOL,177,MARICOPA,33.365185,-111.895474,Elementary,166,Elementary
455,BETHANY LEARNING CENTER,14,MARICOPA,33.367127,-111.89483,Elementary,12,Elementary
23718,BIOS CHRISTIAN ACADEMY,216,MARICOPA,33.364091,-111.785639,Combined elementary and secondary,198,Combined elementary and secondary
924,BLESSED SACRAMENT PRESCHOOL & KINDERGARTEN,27,MARICOPA,33.588805,-111.943309,Elementary,20,Elementary
970,BOURGADE CATHOLIC HIGH SCHOOL,437,MARICOPA,33.505163,-112.126938,Secondary,402,Secondary
678,BRIDGES EARLY CHILDHOOD ED,21,MARICOPA,33.414781,-111.609011,Elementary,20,Elementary
441,BROPHY COLLEGE PREPARATORY,1414,MARICOPA,33.505096,-112.071298,Combined elementary and secondary,1322,Combined elementary and secondary
21556,CALVARY CHRISTIAN SCHOOL,76,MARICOPA,33.213097,-111.66828,Combined elementary and secondary,66,Combined elementary and secondary
965,CAMELBACK CHRISTIAN SCHOOL,25,MARICOPA,33.517499,-111.996984,Elementary,24,Elementary
23513,CAMELBACK DESERT SCHOOL,91,MARICOPA,33.591202,-111.873623,Elementary,81,Elementary
475,CANYON STATE ACADEMY,378,MARICOPA,33.263333,-111.648906,Combined elementary and secondary,342,Combined elementary and secondary
756,CAVE CREEK MONTESSORI,9,MARICOPA,33.750828,-111.959774,Elementary,7,Elementary
878,CENPATICO SCHOOLS,48,MARICOPA,33.311074,-111.845557,Secondary,43,Secondary
